Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
25-September-2018,990.00,990.00,788.85,933.10,890.669906263800792984,1648456,47836,1468230151.00,141592,8.59,201.15,-56.90
24-September-2018,1133.00,1140.45,920.85,981.50,985.811553623118248220,908927,32733,896030738.00,132175,14.54,219.60,-151.50
21-September-2018,1156.50,1188.40,752.00,1061.90,982.630743708675568352,1048865,23618,1030646995.00,201350,19.20,436.40,-94.60
19-September-2018,1167.40,1177.00,1151.45,1156.50,1164.177552674230145867,49360,1321,57463804.00,14047,28.46,25.55,-10.90
18-September-2018,1200.20,1204.00,1153.60,1162.50,1182.624673447835028625,35982,1421,42553201.00,11756,32.67,50.40,-37.70
17-September-2018,1226.00,1226.00,1188.50,1200.20,1201.608997072870127869,64910,2635,77996440.00,14972,23.07,37.50,-25.80
14-September-2018,1140.00,1237.75,1140.00,1226.80,1206.175279928437027668,162095,4381,195514982.00,26824,16.55,97.75,86.80
12-September-2018,1130.00,1162.00,1123.40,1144.55,1141.739743193600439454,58254,1913,66510907.00,11988,20.58,38.60,14.55
11-September-2018,1180.00,1180.00,1124.00,1130.05,1146.910398995464213412,78046,1930,89511769.00,28488,36.50,56.00,-49.95
10-September-2018,1210.00,1210.00,1157.00,1164.95,1178.813760661858915693,54634,1897,64403311.00,19947,36.51,53.00,-45.05
7-September-2018,1219.60,1223.95,1203.00,1209.45,1213.516049694141388661,31714,830,38485448.00,17498,55.17,20.95,-10.15
6-September-2018,1225.10,1232.90,1201.00,1212.20,1213.747784986744802567,57336,1260,69591443.00,21812,38.04,31.90,-12.90
5-September-2018,1212.80,1230.00,1178.00,1218.80,1193.126584671900885975,111064,3329,132513411.00,40268,36.26,52.00,6.00
4-September-2018,1260.00,1262.00,1210.00,1212.80,1225.121145704544603049,53382,2136,65399417.00,14746,27.62,52.00,-47.20
3-September-2018,1262.00,1276.50,1253.20,1259.50,1262.773947639317808752,35943,1115,45387884.00,15102,42.02,23.30,-2.50
31-August-2018,1267.15,1280.50,1255.00,1260.40,1268.926454756643435888,70596,1562,89581132.00,42362,60.01,25.50,-6.75
30-August-2018,1278.40,1279.95,1260.00,1263.70,1265.729359936599692322,42902,866,54302321.00,20421,47.60,19.95,-14.70
29-August-2018,1288.25,1294.75,1275.00,1280.70,1281.504372906587272050,21496,709,27547218.00,2793,12.99,19.75,-7.55
28-August-2018,1281.05,1298.00,1277.70,1292.20,1291.465855204767338658,39435,1525,50928956.00,21408,54.29,20.30,11.15
27-August-2018,1289.00,1289.00,1266.05,1281.70,1276.495503560528992878,24575,1025,31369877.00,6977,28.39,22.95,-7.30
24-August-2018,1277.00,1284.30,1256.50,1266.95,1273.480130902290790088,62031,1329,78995246.00,18677,30.11,27.80,-10.05
23-August-2018,1281.00,1289.00,1265.00,1273.65,1275.797075535423371875,25167,921,32107985.00,5436,21.60,24.00,-7.35
21-August-2018,1299.00,1309.95,1280.35,1282.90,1291.734144198561309098,36422,1049,47047541.00,11189,30.72,29.60,-16.10
20-August-2018,1283.00,1301.00,1274.45,1295.10,1290.036877189983762071,46804,1236,60378886.00,9645,20.61,26.55,12.10
17-August-2018,1266.60,1291.95,1263.00,1268.45,1276.790124951569159240,41296,1233,52726325.00,9640,23.34,28.95,1.85
16-August-2018,1289.75,1289.75,1252.00,1259.00,1265.762556084296397008,36775,1464,46548418.00,10646,28.95,37.75,-30.75
14-August-2018,1284.00,1298.00,1252.50,1293.50,1278.416791235406535601,105698,2705,135126098.00,29993,28.38,45.50,9.50
13-August-2018,1317.95,1317.95,1268.00,1274.60,1281.863903122285065867,56401,1857,72298406.00,20770,36.83,49.95,-43.35
10-August-2018,1346.65,1360.30,1320.55,1323.90,1334.593824954145699101,42526,1501,56754937.00,17118,40.25,39.75,-22.75
9-August-2018,1379.95,1379.95,1346.10,1349.60,1356.019623384733631166,41634,1564,56456521.00,16487,39.60,33.85,-30.35
8-August-2018,1366.00,1380.95,1363.55,1369.65,1371.870444903731099749,27579,855,37834815.00,7215,26.16,17.40,3.65
7-August-2018,1368.05,1381.00,1356.35,1362.65,1369.082032515059265496,30878,1385,42274515.00,4400,14.25,24.65,-5.40
6-August-2018,1350.00,1396.85,1350.00,1368.50,1376.715498994602603450,75592,2160,104068678.00,11374,15.05,46.85,18.50
3-August-2018,1340.00,1384.75,1335.00,1378.30,1374.384076130874262149,2518295,8643,3461104547.00,2308052,91.65,49.75,38.30
2-August-2018,1285.80,1320.80,1285.80,1301.15,1304.115260636938474348,121299,3513,158187877.00,14957,12.33,35.00,15.35
1-August-2018,1298.00,1303.80,1270.00,1285.50,1281.701232815043113896,57754,1754,74023373.00,8318,14.40,33.80,-12.50
31-July-2018,1340.50,1340.50,1290.25,1299.95,1306.982134746404239212,59445,2244,77693553.00,9695,16.31,50.25,-40.55
30-July-2018,1317.00,1346.30,1317.00,1340.50,1335.901486248262221776,3139785,2605,4194443448.00,1554444,49.51,29.30,23.50
27-July-2018,1302.20,1333.00,1295.25,1315.35,1318.284281834259727134,63328,3993,83484307.00,19279,30.44,37.75,13.15
26-July-2018,1308.00,1345.00,1271.70,1298.95,1329.640275951348007587,244101,4992,324566521.00,168557,69.05,73.30,-9.05
25-July-2018,1261.00,1319.30,1261.00,1303.20,1309.003765956322126572,1551266,5553,2030613036.00,1456767,93.91,58.30,42.20
24-July-2018,1198.95,1279.45,1198.00,1258.50,1258.315014017475325364,1778851,3207,2238354921.00,60317,3.39,81.45,59.55
23-July-2018,1196.00,1200.00,1177.25,1197.10,1188.759201171058134671,28692,1074,34107879.00,8148,28.40,22.75,1.10
20-July-2018,1213.00,1222.55,1190.10,1196.45,1199.942762535477767265,48622,2625,58343617.00,10522,21.64,32.45,-16.55
19-July-2018,1208.00,1230.95,1183.45,1213.50,1211.394584896939119262,127643,6474,154626039.00,20220,15.84,47.50,5.50
18-July-2018,1153.00,1209.40,1153.00,1199.85,1195.429514459002111047,89529,3629,107025609.00,20391,22.78,56.40,46.85
17-July-2018,1140.00,1158.00,1126.85,1152.75,1148.075351705530930815,46701,1391,53616267.00,9664,20.69,31.15,12.75
16-July-2018,1115.50,1149.05,1115.50,1139.15,1132.398567159117403929,47179,1592,53425432.00,10504,22.26,33.55,23.65
13-July-2018,1145.45,1153.00,1122.60,1126.50,1133.531984013835978217,42787,1942,48500433.00,12965,30.30,30.40,-18.95
12-July-2018,1152.00,1165.00,1140.00,1145.45,1149.474821009566211419,49863,1533,57316263.00,14698,29.48,25.00,-6.55
11-July-2018,1148.00,1170.00,1140.00,1147.90,1154.931106038597219340,38552,1274,44524904.00,18197,47.20,30.00,-0.10
10-July-2018,1158.20,1159.00,1136.75,1143.65,1147.200252798844348140,22152,941,25412780.00,10298,46.49,22.25,-14.55
9-July-2018,1154.50,1162.95,1144.00,1156.40,1153.720894979383943730,32984,2725,38054330.00,17177,52.08,18.95,1.90
6-July-2018,1129.90,1152.00,1127.25,1141.75,1141.119971793967755376,31199,2553,35601802.00,10118,32.43,24.75,11.85
5-July-2018,1141.85,1148.65,1126.75,1130.70,1139.947895632893851209,25257,859,28791664.00,7161,28.35,21.90,-11.15
4-July-2018,1117.00,1159.00,1117.00,1139.65,1142.738791265149674737,37047,1835,42335044.00,9759,26.34,42.00,22.65
3-July-2018,1102.05,1130.35,1102.05,1126.00,1120.189599836110352362,29288,910,32808113.00,6787,23.17,28.30,23.95
2-July-2018,1145.00,1150.00,1108.25,1115.70,1120.536135588402501421,28144,931,31536369.00,5579,19.82,41.75,-29.30
29-June-2018,1148.00,1154.05,1130.00,1142.00,1144.674615899819366361,49271,2165,56399263.00,12450,25.27,24.05,-6.00
28-June-2018,1177.95,1192.25,1118.40,1136.95,1159.875920561236955080,114604,3806,132926420.00,34011,29.68,73.85,-41.00
27-June-2018,1192.20,1196.30,1175.00,1181.35,1186.074175824175824175,125580,3326,148947195.00,81588,64.97,21.30,-10.85
26-June-2018,1183.00,1201.00,1183.00,1189.10,1194.182381301586806259,64091,3539,76536343.00,20409,31.84,18.00,6.10
25-June-2018,1198.95,1203.70,1184.85,1195.50,1195.680261506699591142,148218,2517,177221337.00,79435,53.59,18.85,-3.45
22-June-2018,1170.00,1204.60,1169.60,1196.95,1188.026909478646388686,35638,844,42338903.00,8330,23.37,35.00,26.95
21-June-2018,1200.00,1200.95,1166.10,1172.95,1184.578301713505995958,152436,4607,180572378.00,69757,45.76,34.85,-27.05
20-June-2018,1185.00,1199.95,1184.30,1194.95,1194.529991306867574616,110432,3520,131914336.00,55523,50.28,15.65,9.95
19-June-2018,1200.00,1205.15,1180.00,1182.80,1189.020205966900170243,35831,1166,42603783.00,10891,30.40,25.15,-17.20
18-June-2018,1192.00,1204.75,1164.45,1199.85,1197.478808978073779353,46246,1205,55378605.00,12106,26.18,40.30,7.85
15-June-2018,1185.90,1202.05,1178.05,1191.35,1195.913531405616966654,1396056,8428,1669562261.00,1077371,77.17,24.00,5.45
14-June-2018,1207.00,1222.35,1177.45,1185.40,1205.279215119736844950,462389,5826,557307851.00,222105,48.03,44.90,-21.60
13-June-2018,1221.00,1233.15,1189.55,1209.75,1201.716582096768195172,3361125,13355,4039119647.00,2103645,62.59,43.60,-11.25
12-June-2018,1203.00,1231.10,1183.30,1220.40,1210.665283005593274000,56854,2381,68831164.00,13433,23.63,47.80,17.40
11-June-2018,1209.70,1218.55,1198.00,1202.05,1207.396470403270183161,25442,696,30718581.00,7591,29.84,20.55,-7.65
8-June-2018,1214.30,1214.30,1190.00,1205.30,1202.651732069095005632,85216,1898,102485170.00,41754,49.00,24.30,-9.00
7-June-2018,1180.00,1215.00,1180.00,1209.00,1199.158370888545099885,59468,2506,71311550.00,12358,20.78,35.00,29.00
6-June-2018,1146.00,1194.35,1146.00,1182.30,1173.813743688261789483,77039,2449,90429437.00,18528,24.05,48.35,36.30
5-June-2018,1171.10,1174.40,1120.00,1145.60,1140.212581660451215319,75618,5340,86220595.00,13543,17.91,54.40,-25.50
4-June-2018,1241.05,1241.05,1167.00,1175.45,1194.308964705042646586,56042,1921,66931463.00,17021,30.37,74.05,-65.60
1-June-2018,1245.00,1270.00,1225.00,1231.15,1245.636080264952269627,66729,1991,83120050.00,8567,12.84,45.00,-13.85
31-May-2018,1224.00,1255.95,1220.85,1245.50,1241.748459241374928521,62956,1500,78175516.00,14166,22.50,35.10,21.50
30-May-2018,1204.55,1238.95,1203.90,1224.20,1223.391120056831636277,84460,1619,103327614.00,41794,49.48,35.05,19.65
29-May-2018,1224.80,1225.00,1196.50,1221.55,1214.510818668027784558,45061,1102,54727072.00,7893,17.52,28.50,-3.25
28-May-2018,1173.00,1226.25,1171.55,1215.00,1204.048243211882107217,107725,1633,129706097.00,56922,52.84,54.70,42.00
25-May-2018,1104.10,1177.05,1104.10,1172.05,1143.993810877928895865,77717,2355,88907767.00,40307,51.86,72.95,67.95
24-May-2018,1130.00,1143.50,1080.45,1109.80,1105.893818181818181818,82500,2950,91236240.00,20274,24.57,63.05,-20.20
23-May-2018,1104.70,1134.90,1101.55,1119.70,1124.570592583466798078,32468,1307,36512558.00,7547,23.24,33.35,15.00
22-May-2018,1112.20,1137.65,1092.80,1117.15,1117.903682281437033142,64661,1762,72284770.00,13271,20.52,44.85,4.95
21-May-2018,1140.00,1140.00,1095.25,1108.50,1122.800494415914775654,376606,2562,422853403.00,323678,85.95,44.75,-31.50
18-May-2018,1189.90,1189.90,1131.00,1139.70,1167.810203405893794325,504361,3108,588997922.00,455496,90.31,58.90,-50.20
17-May-2018,1180.00,1195.00,1175.00,1181.60,1185.492693066366895030,47147,993,55892424.00,12902,27.37,20.00,1.60
16-May-2018,1214.50,1214.50,1176.85,1186.50,1187.692753705978121161,35011,1180,41582311.00,6482,18.51,37.65,-28.00
15-May-2018,1205.00,1227.65,1190.20,1200.60,1208.803419979700321698,116258,2376,140533068.00,61521,52.92,37.45,-4.40
14-May-2018,1231.00,1249.50,1210.65,1216.95,1221.424637213801999355,46515,1103,56814567.00,11198,24.07,38.85,-14.05
11-May-2018,1203.00,1247.00,1203.00,1242.05,1231.898578449157294106,60638,1506,74699866.00,10985,18.12,44.00,39.05
10-May-2018,1235.00,1240.00,1204.00,1209.35,1215.295400508321718455,48788,2211,59291832.00,14402,29.52,36.00,-25.65
9-May-2018,1237.80,1245.05,1228.30,1233.50,1237.609840609840609840,25974,757,32145678.00,6480,24.95,16.75,-4.30
8-May-2018,1248.75,1250.10,1231.50,1235.45,1238.143983947969279734,28906,857,35789790.00,10137,35.07,18.60,-13.30
7-May-2018,1257.25,1268.45,1240.95,1246.75,1254.834467254333550257,33806,765,42420934.00,11853,35.06,27.50,-10.50
4-May-2018,1267.00,1287.70,1238.00,1249.70,1256.301595744680851063,62040,1632,77940951.00,16428,26.48,49.70,-17.30
3-May-2018,1290.00,1294.95,1267.85,1272.15,1281.392711171662125340,32296,1297,41383859.00,8927,27.64,27.10,-17.85
2-May-2018,1311.15,1317.75,1290.00,1299.80,1303.387875517179348803,55590,1336,72455332.00,11138,20.04,27.75,-11.35
30-April-2018,1322.40,1335.20,1301.80,1306.75,1317.681146198830409356,85500,2558,112661738.00,18311,21.42,33.40,-15.65
27-April-2018,1326.10,1334.70,1310.25,1317.05,1320.454169388199433921,22965,1472,30324230.00,8792,38.28,24.45,-9.05
26-April-2018,1328.30,1331.15,1308.15,1312.05,1316.933195235629207664,42482,2042,55945956.00,13563,31.93,23.00,-16.25
25-April-2018,1332.00,1343.95,1313.05,1325.30,1327.770217649711030044,73191,2816,97180830.00,30692,41.93,30.90,-6.70
24-April-2018,1333.90,1339.50,1306.55,1329.90,1326.354058918684924016,43891,1796,58215006.00,8316,18.95,32.95,-4.00
23-April-2018,1389.95,1390.00,1312.40,1323.05,1356.195883767078529762,166803,5081,226217542.00,37713,22.61,77.60,-66.90
20-April-2018,1385.00,1385.00,1348.05,1354.60,1360.367923548353588864,77016,2282,104770096.00,19180,24.90,36.95,-30.40
19-April-2018,1370.00,1381.75,1361.55,1368.25,1369.360054785691266516,24824,660,33992994.00,6273,25.27,20.20,-1.75
18-April-2018,1362.35,1386.00,1355.00,1368.30,1371.270379695155144256,29392,973,40304379.00,6460,21.98,31.00,5.95
17-April-2018,1370.00,1380.60,1352.00,1358.20,1362.925639039504260263,28402,981,38709814.00,8573,30.18,28.60,-11.80
16-April-2018,1341.00,1375.90,1336.80,1371.70,1368.868629792648838082,383504,1703,524966595.00,336886,87.84,39.10,30.70
13-April-2018,1313.00,1347.00,1313.00,1341.70,1337.568655303030303030,46464,1526,62148790.00,7428,15.99,34.00,28.70
12-April-2018,1340.00,1340.00,1301.10,1313.00,1311.594024699347462654,18543,583,24320888.00,3893,20.99,38.90,-27.00
11-April-2018,1325.00,1337.85,1306.00,1311.05,1317.410457239627434377,23620,823,31117235.00,4285,18.14,31.85,-13.95
10-April-2018,1345.00,1358.15,1317.25,1324.40,1333.830755145851748958,31676,949,42250423.00,7539,23.80,40.90,-20.60
9-April-2018,1366.80,1381.35,1330.00,1341.60,1359.890297486493773654,200278,1377,272356109.00,180557,90.15,51.35,-25.20
6-April-2018,1356.00,1356.00,1340.25,1347.70,1348.235212933753943217,284032,1222,382941944.00,265954,93.64,15.75,-8.30
5-April-2018,1296.15,1345.00,1296.15,1337.90,1330.615242929065531496,48862,1636,65016522.00,7659,15.67,48.85,41.75
4-April-2018,1300.00,1313.00,1278.90,1289.95,1301.350007466029565477,66970,1670,87151410.00,28051,41.89,34.10,-10.05
3-April-2018,1244.45,1306.00,1244.45,1292.55,1292.426972439425061446,7716929,2758,9973567184.00,7624762,98.81,61.55,48.10
2-April-2018,1257.10,1257.10,1225.20,1244.45,1240.729837339159990288,20595,679,25552831.00,4352,21.13,31.90,-12.65
28-March-2018,1246.10,1265.00,1225.00,1237.10,1250.829291518537328593,63008,1595,78812252.00,17487,27.75,40.00,-9.00
27-March-2018,1211.00,1251.50,1211.00,1245.00,1242.398868559929361999,97398,2419,121007165.00,54471,55.93,40.50,34.00
26-March-2018,1205.00,1213.75,1197.35,1204.55,1205.393855570596197987,16991,665,20480847.00,4346,25.58,16.40,-0.45
23-March-2018,1205.55,1207.95,1187.00,1199.40,1199.334839372157840692,34085,2586,40879328.00,13108,38.46,20.95,-6.15
22-March-2018,1221.60,1238.90,1212.40,1220.60,1230.151628102806689493,161507,2161,198678099.00,121381,75.16,26.50,-1.00
21-March-2018,1208.85,1242.45,1207.65,1213.80,1224.961914486834100982,46028,1464,56382547.00,5624,12.22,34.80,4.95
20-March-2018,1181.20,1202.95,1180.00,1198.45,1196.357713550324414177,18649,673,22310875.00,6091,32.66,22.95,17.25
19-March-2018,1210.00,1210.05,1182.70,1187.40,1192.625150949610275551,18218,763,21727245.00,4406,24.18,27.35,-22.60
16-March-2018,1235.00,1238.00,1201.85,1208.05,1213.397621993541962157,33137,1150,40208357.00,13673,41.26,36.15,-26.95
15-March-2018,1229.00,1242.15,1226.30,1237.35,1235.829730234876331692,16051,833,19836303.00,6490,40.43,15.85,8.35
14-March-2018,1222.70,1238.15,1216.55,1228.55,1227.429061058689121144,23633,650,29007831.00,5138,21.74,21.60,5.85
13-March-2018,1205.15,1249.00,1205.15,1234.50,1232.388738762147274333,38486,1180,47429713.00,6946,18.05,43.85,29.35
12-March-2018,1203.00,1222.95,1201.50,1212.75,1212.471059240047754312,48582,1141,58904269.00,18211,37.49,21.45,9.75
9-March-2018,1200.00,1210.00,1195.95,1200.25,1202.699203984524391870,22487,805,27045097.00,4391,19.53,14.05,0.25
8-March-2018,1195.05,1222.20,1191.00,1204.90,1206.201101726037458685,122535,3124,147801852.00,46282,37.77,31.20,9.85
7-March-2018,1227.90,1228.00,1192.40,1196.60,1204.172282299373932840,52710,1587,63471921.00,16572,31.44,35.60,-31.30
6-March-2018,1249.15,1275.95,1230.00,1239.60,1263.751831996297439062,51856,2639,65533115.00,27359,52.76,45.95,-9.55
5-March-2018,1250.00,1256.85,1229.00,1239.05,1237.918567744495139853,20164,604,24961390.00,5656,28.05,27.85,-10.95
1-March-2018,1242.00,1272.00,1242.00,1257.55,1259.234947049924357034,19830,746,24970629.00,7268,36.65,30.00,15.55
28-February-2018,1270.45,1280.00,1240.00,1253.95,1258.189830132529897783,54101,1475,68069328.00,30292,55.99,40.00,-16.50
27-February-2018,1300.00,1306.55,1270.75,1281.35,1281.294288886888148614,33321,568,42694007.00,13300,39.91,35.80,-18.65
26-February-2018,1306.00,1306.00,1284.35,1294.85,1292.496489827382099496,36323,1994,46947350.00,14270,39.29,21.65,-11.15
23-February-2018,1270.00,1293.00,1266.00,1281.75,1291.800373365201373248,282833,1050,365363775.00,253643,89.68,27.00,11.75
22-February-2018,1221.00,1271.95,1221.00,1265.70,1262.751102153923667968,55573,5814,70174867.00,20941,37.68,50.95,44.70
21-February-2018,1268.00,1268.00,1227.95,1244.80,1241.242815122648892247,37057,2036,45996735.00,8490,22.91,40.05,-23.20
20-February-2018,1243.40,1273.30,1230.40,1237.70,1243.819118699124112995,51719,2030,64329081.00,9002,17.41,42.90,-5.70
19-February-2018,1286.00,1292.70,1228.75,1255.20,1250.090464748864459219,60764,1861,75960497.00,6815,11.22,63.95,-30.80
16-February-2018,1320.00,1329.90,1266.00,1272.35,1290.080440134119943975,94244,3574,121582341.00,29719,31.53,63.90,-47.65
15-February-2018,1340.00,1355.00,1306.80,1312.50,1330.007402939889547190,84561,3783,112466756.00,20708,24.49,48.20,-27.50
14-February-2018,1331.00,1368.50,1323.00,1346.60,1355.466167572556660855,146265,2764,198257259.00,77657,53.09,45.50,15.60
12-February-2018,1324.00,1324.00,1287.95,1315.05,1306.737103830967879628,93710,1662,122454334.00,42630,45.49,36.05,-8.95
9-February-2018,1295.00,1298.90,1266.75,1290.80,1288.594757684329624740,100757,1897,129834942.00,40992,40.68,32.15,-4.20
8-February-2018,1279.70,1330.00,1279.00,1314.25,1311.437317333149950142,116332,2727,152562126.00,54592,46.93,51.00,34.55
7-February-2018,1300.00,1347.00,1256.25,1271.25,1307.884835947125842320,131482,2666,171963314.00,69228,52.65,90.75,-28.75
6-February-2018,1220.00,1314.50,1210.00,1296.25,1268.543710434030149838,87828,3130,111413657.00,8349,9.51,104.50,76.25
5-February-2018,1292.00,1309.00,1271.00,1294.60,1292.912714418262263152,130411,2168,168610040.00,70739,54.24,38.00,2.60
2-February-2018,1355.00,1359.00,1292.45,1318.55,1323.257120777213512916,144928,2964,191777008.00,31804,21.94,66.55,-36.45
1-February-2018,1393.05,1413.10,1315.00,1376.90,1360.314048510499755819,153575,4913,208910230.00,13681,8.91,98.10,-16.15
31-January-2018,1407.00,1413.95,1371.55,1392.85,1393.228290970230442092,80888,2699,112695450.00,14289,17.67,42.40,-14.15
30-January-2018,1418.00,1433.40,1407.90,1412.30,1419.224775339870452392,78118,4124,110867001.00,19024,24.35,25.50,-5.70
29-January-2018,1402.00,1439.40,1392.90,1419.65,1430.931318414333548312,226378,3238,323931370.00,154367,68.19,46.50,17.65
25-January-2018,1366.00,1403.60,1350.35,1393.90,1386.921907482345473300,63015,2165,87396884.00,18078,28.69,53.25,27.90
24-January-2018,1396.90,1409.95,1344.05,1359.65,1378.470253436426116838,139680,5352,192544725.00,24239,17.35,65.90,-37.25
23-January-2018,1373.80,1396.80,1349.75,1379.40,1375.405332283087039161,116798,3651,160644592.00,20383,17.45,47.05,5.60
22-January-2018,1319.00,1362.00,1300.00,1354.15,1333.239254133025759323,104040,3295,138710212.00,36758,35.33,62.00,35.15
19-January-2018,1245.00,1309.00,1245.00,1301.35,1275.981575170434158593,111480,5400,142246426.00,24220,21.73,64.00,56.35
18-January-2018,1206.00,1264.00,1206.00,1243.40,1222.002973441983389875,2507868,8898,3064622153.00,2134778,85.12,58.00,37.40
17-January-2018,1205.10,1212.70,1187.95,1208.35,1202.405173147281545137,47012,2139,56527472.00,10611,22.57,24.75,3.25
16-January-2018,1245.00,1245.00,1198.80,1204.55,1207.787048677093992106,34205,1788,41312356.00,13353,39.04,46.20,-40.45
15-January-2018,1231.90,1251.50,1223.00,1227.20,1234.396760201143910022,26051,1023,32157270.00,5628,21.60,28.50,-4.70
12-January-2018,1236.35,1243.80,1195.00,1226.65,1216.383626523566634005,546005,2080,664151542.00,482398,88.35,48.80,-9.70
11-January-2018,1204.30,1240.75,1200.00,1228.80,1218.565501621628941506,1476910,7144,1799711575.00,1372721,92.95,40.75,24.50
10-January-2018,1223.40,1223.40,1195.30,1203.80,1204.954545454545454545,39600,2576,47716200.00,13690,34.57,28.10,-19.60
9-January-2018,1225.00,1231.20,1208.45,1216.85,1218.880279239257272708,48847,1785,59538645.00,9435,19.32,22.75,-8.15
8-January-2018,1204.90,1228.00,1197.80,1223.95,1212.473745427832448233,65341,2587,79224247.00,22618,34.62,30.20,19.05
5-January-2018,1185.00,1203.00,1185.00,1197.70,1194.702569105778161094,1493399,2760,1784167622.00,1394130,93.35,18.00,12.70
4-January-2018,1189.10,1193.70,1180.00,1184.75,1186.088478470954579619,18626,1201,22092084.00,5046,27.09,13.70,-4.35
3-January-2018,1189.35,1196.55,1184.10,1186.10,1190.590210497646005991,25701,926,30599359.00,8092,31.49,12.45,-3.25
2-January-2018,1212.00,1214.80,1180.00,1183.85,1191.858373024090563953,57948,1801,69065809.00,9864,17.02,34.80,-28.15
1-January-2018,1201.05,1242.55,1198.30,1218.40,1229.507862880416336689,53034,1628,65205720.00,10686,20.15,44.25,17.35
29-December-2017,1204.45,1204.95,1191.05,1194.75,1197.370120368185036582,21185,1156,25366286.00,6355,30.00,13.90,-9.70
28-December-2017,1197.95,1205.00,1188.05,1198.70,1196.394532627865961199,17010,814,20350671.00,5854,34.42,16.95,0.75
27-December-2017,1190.05,1200.85,1184.25,1192.80,1195.547598274441374630,41262,2110,49330685.00,18587,45.05,16.60,2.75
26-December-2017,1193.70,1203.95,1186.00,1197.70,1193.703359916328931886,15298,532,18261274.00,4866,31.81,17.95,4.00
22-December-2017,1199.80,1201.50,1190.00,1194.45,1196.016878172588832487,15760,433,18849226.00,7241,45.95,11.50,-5.35
21-December-2017,1200.00,1205.00,1186.50,1190.00,1193.876805803159771316,16267,509,19420794.00,3564,21.91,18.50,-10.00
20-December-2017,1203.00,1205.25,1192.00,1196.85,1201.179601529016564346,17266,1205,20739567.00,6740,39.04,13.25,-6.15
19-December-2017,1209.00,1209.00,1188.50,1203.50,1200.268616522503018717,607874,2512,729612085.00,518104,85.23,20.50,-5.50
18-December-2017,1207.95,1207.95,1169.30,1200.55,1196.279980096201691822,24116,659,28849488.00,7535,31.24,38.65,-7.40
15-December-2017,1200.00,1209.00,1192.20,1205.05,1203.925769752635424277,143715,1412,173022192.00,125379,87.24,16.80,5.05
14-December-2017,1182.10,1190.00,1167.05,1185.70,1178.210649280944638262,63347,907,74636110.00,29989,47.34,22.95,3.60
13-December-2017,1190.00,1204.15,1180.00,1183.55,1193.015358752200857464,100529,1781,119932641.00,58608,58.30,24.15,-6.45
12-December-2017,1197.00,1199.20,1184.55,1191.60,1191.840676929717286526,55604,1302,66271109.00,32184,57.88,14.65,-5.40
11-December-2017,1210.00,1210.00,1185.85,1199.20,1196.779607871934204729,136180,3328,162977447.00,105420,77.41,24.15,-10.80
8-December-2017,1189.95,1211.00,1185.30,1207.25,1198.133129386082906094,130099,6236,155875922.00,81557,62.69,25.70,17.30
7-December-2017,1179.65,1198.45,1177.10,1194.60,1189.509768699420359636,53999,3391,64232338.00,28881,53.48,21.35,14.95
6-December-2017,1180.10,1190.00,1166.25,1172.30,1175.928198709805972751,160596,1760,188849365.00,134330,83.64,23.75,-7.80
5-December-2017,1177.00,1191.95,1165.75,1188.30,1179.680823774260684381,41322,999,48746771.00,9495,22.98,26.20,11.30
4-December-2017,1151.00,1183.80,1145.00,1172.40,1171.410053890536100649,199664,2513,233888417.00,115572,57.88,38.80,21.40
1-December-2017,1215.00,1225.00,1133.20,1144.40,1174.782856117280897204,228443,4180,268370920.00,86925,38.05,91.80,-70.60
30-November-2017,1206.90,1223.75,1199.95,1205.50,1201.182539177990807486,1211203,4362,1454875895.00,1128630,93.18,23.80,-1.40
29-November-2017,1200.00,1213.25,1195.25,1204.95,1205.467783588262509288,356635,4908,429912003.00,300054,84.13,18.00,4.95
28-November-2017,1180.00,1218.65,1174.95,1199.10,1199.782635030153003449,151892,3390,182237384.00,35543,23.40,43.70,19.10
27-November-2017,1165.00,1182.00,1165.00,1180.40,1175.262458138648805823,349069,988,410247691.00,319871,91.64,17.00,15.40
24-November-2017,1162.00,1179.90,1156.75,1171.40,1162.973110054994301395,1445968,2895,1681621902.00,1334382,92.28,23.15,9.40
23-November-2017,1178.00,1187.45,1159.10,1161.85,1164.836888223979482795,163765,4032,190759513.00,80537,49.18,28.35,-16.15
22-November-2017,1178.00,1186.00,1161.30,1176.40,1174.054383224337419576,75538,3294,88685720.00,25508,33.77,24.70,-1.60
21-November-2017,1195.00,1204.50,1166.55,1177.25,1193.058470244230809685,95074,8422,113428841.00,47667,50.14,37.95,-17.75
20-November-2017,1182.00,1204.65,1181.00,1198.85,1196.036327151951287019,43356,1568,51855351.00,15263,35.20,23.65,16.85
17-November-2017,1199.00,1203.00,1178.00,1189.25,1190.634814966543766216,468672,3807,558017200.00,372448,79.47,25.00,-9.75
16-November-2017,1168.05,1187.05,1146.85,1178.60,1165.189658408408408408,127872,2489,148995132.00,49725,38.89,40.20,10.55
15-November-2017,1210.00,1214.00,1151.20,1162.25,1171.244454062561479441,127075,3672,148835889.00,28032,22.06,62.80,-47.75
14-November-2017,1188.80,1205.20,1164.00,1192.95,1188.416996736555053869,111845,2618,132918499.00,14413,12.89,41.20,4.15
